produto;marca;loja;data;quantidade;valor
smart TV;Samsung;Ibirapuera;29/7/2023;24;2879.99
smart TV;LG;Analia Franco;29/7/2023;28;2500.0
smart TV;Samsung;Analia Franco;29/7/2023;3;2879.99
smart TV;LG;Eldorado;29/7/2023;3;2500.0
smart TV;Samsung;Eldorado;29/7/2023;11;2879.99
notebook;Acer;Ibirapuera;29/7/2023;2;3440.78
notebook;Asus;Ibirapuera;29/7/2023;28;3250.87
notebook;Acer;Analia Franco;29/7/2023;11;3440.78
notebook;Asus;Analia Franco;29/7/2023;4;3250.87
notebook;Acer;Eldorado;29/7/2023;11;3440.78
notebook;Asus;Eldorado;29/7/2023;29;3250.87
geladeira;Brastemp;Ibirapuera;29/7/2023;28;4500
geladeira;Electrolux;Ibirapuera;29/7/2023;3;5000
geladeira;Brastemp;Analia Franco;29/7/2023;6;4500
geladeira;Electrolux;Analia Franco;29/7/2023;2;5000
geladeira;Brastemp;Eldorado;29/7/2023;7;4500
geladeira;Electrolux;Eldorado;29/7/2023;5;5000
lavadora;LG;Ibirapuera;29/7/2023;19;3800
lavadora;Brastemp;Ibirapuera;29/7/2023;30;2306
lavadora;LG;Analia Franco;29/7/2023;29;3800
lavadora;Brastemp;Analia Franco;29/7/2023;16;2306
lavadora;LG;Eldorado;29/7/2023;3;3800
lavadora;Brastemp;Eldorado;29/7/2023;29;2306
console;Sony;Ibirapuera;29/7/2023;7;3500
console;Nintendo;Ibirapuera;29/7/2023;20;2000
console;Sony;Analia Franco;29/7/2023;19;3500
console;Nintendo;Analia Franco;29/7/2023;22;2000
console;Sony;Eldorado;29/7/2023;24;3500
console;Nintendo;Eldorado;29/7/2023;29;2000
smartphone;Samsung;Ibirapuera;6/7/2023;17;1879.99
smartphone;Xiaomi;Ibirapuera;6/7/2023;14;1650.48
smartphone;Samsung;Analia Franco;6/7/2023;7;1879.99
smartphone;Xiaomi;Analia Franco;6/7/2023;26;1650.48
smartphone;Samsung;Eldorado;6/7/2023;13;1879.99
smartphone;Xiaomi;Eldorado;6/7/2023;21;1650.48
smart TV;LG;Ibirapuera;6/7/2023;3;2500.0
smart TV;Samsung;Ibirapuera;6/7/2023;18;2879.99
smart TV;LG;Analia Franco;6/7/2023;8;2500.0
smart TV;Samsung;Analia Franco;6/7/2023;8;2879.99
smart TV;LG;Eldorado;6/7/2023;16;2500.0
smart TV;Samsung;Eldorado;6/7/2023;2;2879.99
notebook;Acer;Ibirapuera;6/7/2023;20;3440.78
notebook;Asus;Ibirapuera;6/7/2023;24;3250.87
notebook;Acer;Analia Franco;6/7/2023;10;3440.78
notebook;Asus;Analia Franco;6/7/2023;9;3250.87
notebook;Acer;Eldorado;6/7/2023;28;3440.78
notebook;Asus;Eldorado;6/7/2023;29;3250.87
geladeira;Brastemp;Ibirapuera;6/7/2023;17;4500
geladeira;Electrolux;Ibirapuera;6/7/2023;21;5000
geladeira;Brastemp;Analia Franco;6/7/2023;24;4500
geladeira;Electrolux;Analia Franco;6/7/2023;22;5000
geladeira;Brastemp;Eldorado;6/7/2023;20;4500
geladeira;Electrolux;Eldorado;6/7/2023;24;5000
lavadora;LG;Ibirapuera;6/7/2023;15;3800
lavadora;Brastemp;Ibirapuera;6/7/2023;22;2306
lavadora;LG;Analia Franco;6/7/2023;1;3800
lavadora;Brastemp;Analia Franco;6/7/2023;24;2306
lavadora;LG;Eldorado;6/7/2023;8;3800
lavadora;Brastemp;Eldorado;6/7/2023;20;2306
console;Sony;Ibirapuera;6/7/2023;11;3500
console;Nintendo;Ibirapuera;6/7/2023;27;2000
console;Sony;Analia Franco;6/7/2023;3;3500
console;Nintendo;Analia Franco;6/7/2023;17;2000
console;Sony;Eldorado;6/7/2023;1;3500
console;Nintendo;Eldorado;6/7/2023;14;2000
smartphone;Samsung;Ibirapuera;1/6/2023;7;1879.99
smartphone;Xiaomi;Ibirapuera;1/6/2023;3;1650.48
smartphone;Samsung;Analia Franco;1/6/2023;26;1879.99
smartphone;Xiaomi;Analia Franco;1/6/2023;11;1650.48
smartphone;Samsung;Eldorado;1/6/2023;19;1879.99
smartphone;Xiaomi;Eldorado;1/6/2023;28;1650.48
smart TV;LG;Ibirapuera;1/6/2023;18;2500.0
smart TV;Samsung;Ibirapuera;1/6/2023;23;2879.99
smart TV;LG;Analia Franco;1/6/2023;13;2500.0
smart TV;Samsung;Analia Franco;1/6/2023;26;2879.99
smart TV;LG;Eldorado;1/6/2023;13;2500.0
smart TV;Samsung;Eldorado;1/6/2023;30;2879.99
notebook;Acer;Ibirapuera;1/6/2023;8;3440.78
notebook;Asus;Ibirapuera;1/6/2023;25;3250.87
notebook;Acer;Analia Franco;1/6/2023;1;3440.78
notebook;Asus;Analia Franco;1/6/2023;30;3250.87
notebook;Acer;Eldorado;1/6/2023;16;3440.78
notebook;Asus;Eldorado;1/6/2023;27;3250.87
geladeira;Brastemp;Ibirapuera;1/6/2023;12;4500
geladeira;Electrolux;Ibirapuera;1/6/2023;4;5000
geladeira;Brastemp;Analia Franco;1/6/2023;23;4500
geladeira;Electrolux;Analia Franco;1/6/2023;14;5000
geladeira;Brastemp;Eldorado;1/6/2023;16;4500
geladeira;Electrolux;Eldorado;1/6/2023;1;5000
lavadora;LG;Ibirapuera;1/6/2023;13;3800
lavadora;Brastemp;Ibirapuera;1/6/2023;19;2306
lavadora;LG;Analia Franco;1/6/2023;24;3800
lavadora;Brastemp;Analia Franco;1/6/2023;11;2306
lavadora;LG;Eldorado;1/6/2023;24;3800
lavadora;Brastemp;Eldorado;1/6/2023;1;2306
console;Sony;Ibirapuera;1/6/2023;27;3500
console;Nintendo;Ibirapuera;1/6/2023;20;2000
console;Sony;Analia Franco;1/6/2023;16;3500
console;Nintendo;Analia Franco;1/6/2023;29;2000
console;Sony;Eldorado;1/6/2023;21;3500
console;Nintendo;Eldorado;1/6/2023;27;2000
smartphone;Samsung;Ibirapuera;8/10/2023;15;1879.99
smartphone;Xiaomi;Ibirapuera;8/10/2023;17;1650.48
smartphone;Samsung;Analia Franco;8/10/2023;8;1879.99
smartphone;Xiaomi;Analia Franco;8/10/2023;2;1650.48
smartphone;Samsung;Eldorado;8/10/2023;26;1879.99
smartphone;Xiaomi;Eldorado;8/10/2023;21;1650.48
smart TV;LG;Ibirapuera;8/10/2023;13;2500.0
smart TV;Samsung;Ibirapuera;8/10/2023;10;2879.99
smart TV;LG;Analia Franco;8/10/2023;12;2500.0
smart TV;Samsung;Analia Franco;8/10/2023;29;2879.99
smart TV;LG;Eldorado;8/10/2023;22;2500.0
smart TV;Samsung;Eldorado;8/10/2023;1;2879.99
notebook;Acer;Ibirapuera;8/10/2023;3;3440.78
notebook;Asus;Ibirapuera;8/10/2023;28;3250.87
notebook;Acer;Analia Franco;8/10/2023;19;3440.78
notebook;Asus;Analia Franco;8/10/2023;4;3250.87
notebook;Acer;Eldorado;8/10/2023;30;3440.78
notebook;Asus;Eldorado;8/10/2023;4;3250.87
geladeira;Brastemp;Ibirapuera;8/10/2023;6;4500
geladeira;Electrolux;Ibirapuera;8/10/2023;26;5000
geladeira;Brastemp;Analia Franco;8/10/2023;30;4500
geladeira;Electrolux;Analia Franco;8/10/2023;9;5000
geladeira;Brastemp;Eldorado;8/10/2023;15;4500
geladeira;Electrolux;Eldorado;8/10/2023;23;5000
lavadora;LG;Ibirapuera;8/10/2023;19;3800
lavadora;Brastemp;Ibirapuera;8/10/2023;19;2306
lavadora;LG;Analia Franco;8/10/2023;2;3800
lavadora;Brastemp;Analia Franco;8/10/2023;10;2306
lavadora;LG;Eldorado;8/10/2023;7;3800
lavadora;Brastemp;Eldorado;8/10/2023;8;2306
console;Sony;Ibirapuera;8/10/2023;21;3500
console;Nintendo;Ibirapuera;8/10/2023;7;2000
console;Sony;Analia Franco;8/10/2023;3;3500
console;Nintendo;Analia Franco;8/10/2023;1;2000
console;Sony;Eldorado;8/10/2023;25;3500
console;Nintendo;Eldorado;8/10/2023;7;2000
smartphone;Samsung;Ibirapuera;11/7/2023;2;1879.99
smartphone;Xiaomi;Ibirapuera;11/7/2023;5;1650.48
smartphone;Samsung;Analia Franco;11/7/2023;9;1879.99
smartphone;Xiaomi;Analia Franco;11/7/2023;27;1650.48
smartphone;Samsung;Eldorado;11/7/2023;8;1879.99
smartphone;Xiaomi;Eldorado;11/7/2023;21;1650.48
smart TV;LG;Ibirapuera;11/7/2023;16;2500.0
smart TV;Samsung;Ibirapuera;11/7/2023;28;2879.99
smart TV;LG;Analia Franco;11/7/2023;4;2500.0
smart TV;Samsung;Analia Franco;11/7/2023;20;2879.99
smart TV;LG;Eldorado;11/7/2023;30;2500.0
smart TV;Samsung;Eldorado;11/7/2023;26;2879.99
notebook;Acer;Ibirapuera;11/7/2023;11;3440.78
notebook;Asus;Ibirapuera;11/7/2023;15;3250.87
notebook;Acer;Analia Franco;11/7/2023;25;3440.78
notebook;Asus;Analia Franco;11/7/2023;4;3250.87
notebook;Acer;Eldorado;11/7/2023;22;3440.78
notebook;Asus;Eldorado;11/7/2023;4;3250.87
geladeira;Brastemp;Ibirapuera;11/7/2023;17;4500
geladeira;Electrolux;Ibirapuera;11/7/2023;4;5000
geladeira;Brastemp;Analia Franco;11/7/2023;7;4500
geladeira;Electrolux;Analia Franco;11/7/2023;7;5000
geladeira;Brastemp;Eldorado;11/7/2023;23;4500
geladeira;Electrolux;Eldorado;11/7/2023;30;5000
lavadora;LG;Ibirapuera;11/7/2023;17;3800
lavadora;Brastemp;Ibirapuera;11/7/2023;13;2306
lavadora;LG;Analia Franco;11/7/2023;30;3800
lavadora;Brastemp;Analia Franco;11/7/2023;21;2306
lavadora;LG;Eldorado;11/7/2023;12;3800
lavadora;Brastemp;Eldorado;11/7/2023;4;2306
console;Sony;Ibirapuera;11/7/2023;24;3500
console;Nintendo;Ibirapuera;11/7/2023;26;2000
console;Sony;Analia Franco;11/7/2023;30;3500
console;Nintendo;Analia Franco;11/7/2023;12;2000
console;Sony;Eldorado;11/7/2023;5;3500
console;Nintendo;Eldorado;11/7/2023;26;2000
smartphone;Samsung;Ibirapuera;11/12/2023;26;1879.99
smartphone;Xiaomi;Ibirapuera;11/12/2023;28;1650.48
smartphone;Samsung;Analia Franco;11/12/2023;13;1879.99
smartphone;Xiaomi;Analia Franco;11/12/2023;30;1650.48
smartphone;Samsung;Eldorado;11/12/2023;5;1879.99
smartphone;Xiaomi;Eldorado;11/12/2023;29;1650.48
smart TV;LG;Ibirapuera;11/12/2023;6;2500.0
smart TV;Samsung;Ibirapuera;11/12/2023;18;2879.99
smart TV;LG;Analia Franco;11/12/2023;19;2500.0
smart TV;Samsung;Analia Franco;11/12/2023;11;2879.99
smart TV;LG;Eldorado;11/12/2023;12;2500.0
smart TV;Samsung;Eldorado;11/12/2023;18;2879.99
notebook;Acer;Ibirapuera;11/12/2023;16;3440.78
notebook;Asus;Ibirapuera;11/12/2023;21;3250.87
notebook;Acer;Analia Franco;11/12/2023;10;3440.78
notebook;Asus;Analia Franco;11/12/2023;3;3250.87
notebook;Acer;Eldorado;11/12/2023;1;3440.78
notebook;Asus;Eldorado;11/12/2023;2;3250.87
geladeira;Brastemp;Ibirapuera;11/12/2023;24;4500
geladeira;Electrolux;Ibirapuera;11/12/2023;14;5000
geladeira;Brastemp;Analia Franco;11/12/2023;7;4500
geladeira;Electrolux;Analia Franco;11/12/2023;29;5000
geladeira;Brastemp;Eldorado;11/12/2023;15;4500
geladeira;Electrolux;Eldorado;11/12/2023;8;5000
lavadora;LG;Ibirapuera;11/12/2023;3;3800
lavadora;Brastemp;Ibirapuera;11/12/2023;21;2306
lavadora;LG;Analia Franco;11/12/2023;24;3800
lavadora;Brastemp;Analia Franco;11/12/2023;24;2306
lavadora;LG;Eldorado;11/12/2023;22;3800
lavadora;Brastemp;Eldorado;11/12/2023;18;2306
console;Sony;Ibirapuera;11/12/2023;15;3500
console;Nintendo;Ibirapuera;11/12/2023;19;2000
console;Sony;Analia Franco;11/12/2023;14;3500
console;Nintendo;Analia Franco;11/12/2023;3;2000
console;Sony;Eldorado;11/12/2023;13;3500
console;Nintendo;Eldorado;11/12/2023;27;2000
smartphone;Samsung;Ibirapuera;18/10/2023;18;1879.99
smartphone;Xiaomi;Ibirapuera;18/10/2023;4;1650.48
smartphone;Samsung;Analia Franco;18/10/2023;19;1879.99
smartphone;Xiaomi;Analia Franco;18/10/2023;18;1650.48
smartphone;Samsung;Eldorado;18/10/2023;3;1879.99
smartphone;Xiaomi;Eldorado;18/10/2023;23;1650.48
smart TV;LG;Ibirapuera;18/10/2023;18;2500.0
smart TV;Samsung;Ibirapuera;18/10/2023;3;2879.99
smart TV;LG;Analia Franco;18/10/2023;18;2500.0
smart TV;Samsung;Analia Franco;18/10/2023;30;2879.99
smart TV;LG;Eldorado;18/10/2023;11;2500.0
smart TV;Samsung;Eldorado;18/10/2023;25;2879.99
notebook;Acer;Ibirapuera;18/10/2023;7;3440.78
notebook;Asus;Ibirapuera;18/10/2023;28;3250.87
notebook;Acer;Analia Franco;18/10/2023;2;3440.78
notebook;Asus;Analia Franco;18/10/2023;9;3250.87
notebook;Acer;Eldorado;18/10/2023;11;3440.78
notebook;Asus;Eldorado;18/10/2023;24;3250.87
geladeira;Brastemp;Ibirapuera;18/10/2023;25;4500
geladeira;Electrolux;Ibirapuera;18/10/2023;9;5000
geladeira;Brastemp;Analia Franco;18/10/2023;20;4500
geladeira;Electrolux;Analia Franco;18/10/2023;11;5000
geladeira;Brastemp;Eldorado;18/10/2023;18;4500
geladeira;Electrolux;Eldorado;18/10/2023;3;5000
lavadora;LG;Ibirapuera;18/10/2023;9;3800
lavadora;Brastemp;Ibirapuera;18/10/2023;18;2306
lavadora;LG;Analia Franco;18/10/2023;1;3800
lavadora;Brastemp;Analia Franco;18/10/2023;28;2306
lavadora;LG;Eldorado;18/10/2023;23;3800
lavadora;Brastemp;Eldorado;18/10/2023;18;2306
console;Sony;Ibirapuera;18/10/2023;28;3500
console;Nintendo;Ibirapuera;18/10/2023;27;2000
console;Sony;Analia Franco;18/10/2023;10;3500
console;Nintendo;Analia Franco;18/10/2023;11;2000
console;Sony;Eldorado;18/10/2023;22;3500
console;Nintendo;Eldorado;18/10/2023;26;2000
smartphone;Samsung;Ibirapuera;11/5/2023;21;1879.99
smartphone;Xiaomi;Ibirapuera;11/5/2023;28;1650.48
smartphone;Samsung;Analia Franco;11/5/2023;25;1879.99
smartphone;Xiaomi;Analia Franco;11/5/2023;8;1650.48
smartphone;Samsung;Eldorado;11/5/2023;2;1879.99
smartphone;Xiaomi;Eldorado;11/5/2023;9;1650.48
smart TV;LG;Ibirapuera;11/5/2023;11;2500.0
smart TV;Samsung;Ibirapuera;11/5/2023;28;2879.99
smart TV;LG;Analia Franco;11/5/2023;20;2500.0
smart TV;Samsung;Analia Franco;11/5/2023;26;2879.99
smart TV;LG;Eldorado;11/5/2023;19;2500.0
smart TV;Samsung;Eldorado;11/5/2023;1;2879.99
notebook;Acer;Ibirapuera;11/5/2023;12;3440.78
notebook;Asus;Ibirapuera;11/5/2023;23;3250.87
notebook;Acer;Analia Franco;11/5/2023;15;3440.78
notebook;Asus;Analia Franco;11/5/2023;13;3250.87
notebook;Acer;Eldorado;11/5/2023;7;3440.78
notebook;Asus;Eldorado;11/5/2023;2;3250.87
geladeira;Brastemp;Ibirapuera;11/5/2023;1;4500
geladeira;Electrolux;Ibirapuera;11/5/2023;8;5000
geladeira;Brastemp;Analia Franco;11/5/2023;16;4500
geladeira;Electrolux;Analia Franco;11/5/2023;16;5000
geladeira;Brastemp;Eldorado;11/5/2023;12;4500
geladeira;Electrolux;Eldorado;11/5/2023;4;5000
lavadora;LG;Ibirapuera;11/5/2023;3;3800
lavadora;Brastemp;Ibirapuera;11/5/2023;6;2306
lavadora;LG;Analia Franco;11/5/2023;3;3800
lavadora;Brastemp;Analia Franco;11/5/2023;2;2306
lavadora;LG;Eldorado;11/5/2023;9;3800
lavadora;Brastemp;Eldorado;11/5/2023;15;2306
console;Sony;Ibirapuera;11/5/2023;23;3500
console;Nintendo;Ibirapuera;11/5/2023;12;2000
console;Sony;Analia Franco;11/5/2023;29;3500
console;Nintendo;Analia Franco;11/5/2023;30;2000
console;Sony;Eldorado;11/5/2023;23;3500
console;Nintendo;Eldorado;11/5/2023;15;2000
smartphone;Samsung;Ibirapuera;25/3/2023;22;1879.99
smartphone;Xiaomi;Ibirapuera;25/3/2023;27;1650.48
smartphone;Samsung;Analia Franco;25/3/2023;9;1879.99
smartphone;Xiaomi;Analia Franco;25/3/2023;2;1650.48
smartphone;Samsung;Eldorado;25/3/2023;25;1879.99
smartphone;Xiaomi;Eldorado;25/3/2023;1;1650.48
smart TV;LG;Ibirapuera;25/3/2023;4;2500.0
smart TV;Samsung;Ibirapuera;25/3/2023;26;2879.99
smart TV;LG;Analia Franco;25/3/2023;21;2500.0
smart TV;Samsung;Analia Franco;25/3/2023;26;2879.99
smart TV;LG;Eldorado;25/3/2023;9;2500.0
smart TV;Samsung;Eldorado;25/3/2023;12;2879.99
notebook;Acer;Ibirapuera;25/3/2023;5;3440.78
notebook;Asus;Ibirapuera;25/3/2023;25;3250.87
notebook;Acer;Analia Franco;25/3/2023;9;3440.78
notebook;Asus;Analia Franco;25/3/2023;9;3250.87
notebook;Acer;Eldorado;25/3/2023;1;3440.78
notebook;Asus;Eldorado;25/3/2023;3;3250.87
geladeira;Brastemp;Ibirapuera;25/3/2023;5;4500
geladeira;Electrolux;Ibirapuera;25/3/2023;20;5000
geladeira;Brastemp;Analia Franco;25/3/2023;30;4500
geladeira;Electrolux;Analia Franco;25/3/2023;7;5000
geladeira;Brastemp;Eldorado;25/3/2023;14;4500
geladeira;Electrolux;Eldorado;25/3/2023;12;5000
lavadora;LG;Ibirapuera;25/3/2023;15;3800
lavadora;Brastemp;Ibirapuera;25/3/2023;23;2306
lavadora;LG;Analia Franco;25/3/2023;20;3800
lavadora;Brastemp;Analia Franco;25/3/2023;1;2306
lavadora;LG;Eldorado;25/3/2023;3;3800
lavadora;Brastemp;Eldorado;25/3/2023;17;2306
console;Sony;Ibirapuera;25/3/2023;10;3500
console;Nintendo;Ibirapuera;25/3/2023;22;2000
console;Sony;Analia Franco;25/3/2023;26;3500
console;Nintendo;Analia Franco;25/3/2023;21;2000
console;Sony;Eldorado;25/3/2023;7;3500
console;Nintendo;Eldorado;25/3/2023;3;2000
smartphone;Samsung;Ibirapuera;22/2/2023;10;1879.99
smartphone;Xiaomi;Ibirapuera;22/2/2023;24;1650.48
smartphone;Samsung;Analia Franco;22/2/2023;25;1879.99
smartphone;Xiaomi;Analia Franco;22/2/2023;25;1650.48
smartphone;Samsung;Eldorado;22/2/2023;26;1879.99
smartphone;Xiaomi;Eldorado;22/2/2023;19;1650.48
smart TV;LG;Ibirapuera;22/2/2023;15;2500.0
smart TV;Samsung;Ibirapuera;22/2/2023;2;2879.99
smart TV;LG;Analia Franco;22/2/2023;19;2500.0
smart TV;Samsung;Analia Franco;22/2/2023;19;2879.99
smart TV;LG;Eldorado;22/2/2023;25;2500.0
smart TV;Samsung;Eldorado;22/2/2023;7;2879.99
notebook;Acer;Ibirapuera;22/2/2023;15;3440.78
notebook;Asus;Ibirapuera;22/2/2023;26;3250.87
notebook;Acer;Analia Franco;22/2/2023;12;3440.78
notebook;Asus;Analia Franco;22/2/2023;5;3250.87
notebook;Acer;Eldorado;22/2/2023;10;3440.78
notebook;Asus;Eldorado;22/2/2023;7;3250.87
geladeira;Brastemp;Ibirapuera;22/2/2023;10;4500
geladeira;Electrolux;Ibirapuera;22/2/2023;24;5000
geladeira;Brastemp;Analia Franco;22/2/2023;5;4500
geladeira;Electrolux;Analia Franco;22/2/2023;22;5000
geladeira;Brastemp;Eldorado;22/2/2023;14;4500
geladeira;Electrolux;Eldorado;22/2/2023;4;5000
lavadora;LG;Ibirapuera;22/2/2023;16;3800
lavadora;Brastemp;Ibirapuera;22/2/2023;8;2306
lavadora;LG;Analia Franco;22/2/2023;8;3800
lavadora;Brastemp;Analia Franco;22/2/2023;19;2306
lavadora;LG;Eldorado;22/2/2023;1;3800
lavadora;Brastemp;Eldorado;22/2/2023;12;2306
console;Sony;Ibirapuera;22/2/2023;21;3500
console;Nintendo;Ibirapuera;22/2/2023;3;2000
console;Sony;Analia Franco;22/2/2023;24;3500
console;Nintendo;Analia Franco;22/2/2023;11;2000
console;Sony;Eldorado;22/2/2023;21;3500
console;Nintendo;Eldorado;22/2/2023;26;2000
smartphone;Samsung;Ibirapuera;5/11/2023;12;1879.99
smartphone;Xiaomi;Ibirapuera;5/11/2023;29;1650.48
smartphone;Samsung;Analia Franco;5/11/2023;1;1879.99
smartphone;Xiaomi;Analia Franco;5/11/2023;23;1650.48
smartphone;Samsung;Eldorado;5/11/2023;23;1879.99
smartphone;Xiaomi;Eldorado;5/11/2023;30;1650.48
smart TV;LG;Ibirapuera;5/11/2023;18;2500.0
smart TV;Samsung;Ibirapuera;5/11/2023;18;2879.99
smart TV;LG;Analia Franco;5/11/2023;19;2500.0
smart TV;Samsung;Analia Franco;5/11/2023;19;2879.99
smart TV;LG;Eldorado;5/11/2023;12;2500.0
smart TV;Samsung;Eldorado;5/11/2023;21;2879.99
notebook;Acer;Ibirapuera;5/11/2023;9;3440.78
notebook;Asus;Ibirapuera;5/11/2023;6;3250.87
notebook;Acer;Analia Franco;5/11/2023;4;3440.78
notebook;Asus;Analia Franco;5/11/2023;12;3250.87
notebook;Acer;Eldorado;5/11/2023;30;3440.78
notebook;Asus;Eldorado;5/11/2023;30;3250.87
geladeira;Brastemp;Ibirapuera;5/11/2023;29;4500
geladeira;Electrolux;Ibirapuera;5/11/2023;23;5000
geladeira;Brastemp;Analia Franco;5/11/2023;26;4500
geladeira;Electrolux;Analia Franco;5/11/2023;29;5000
geladeira;Brastemp;Eldorado;5/11/2023;28;4500
geladeira;Electrolux;Eldorado;5/11/2023;13;5000
lavadora;LG;Ibirapuera;5/11/2023;30;3800
lavadora;Brastemp;Ibirapuera;5/11/2023;3;2306
lavadora;LG;Analia Franco;5/11/2023;23;3800
lavadora;Brastemp;Analia Franco;5/11/2023;15;2306
lavadora;LG;Eldorado;5/11/2023;27;3800
lavadora;Brastemp;Eldorado;5/11/2023;6;2306
console;Sony;Ibirapuera;5/11/2023;3;3500
console;Nintendo;Ibirapuera;5/11/2023;7;2000
console;Sony;Analia Franco;5/11/2023;16;3500
console;Nintendo;Analia Franco;5/11/2023;4;2000
console;Sony;Eldorado;5/11/2023;8;3500
console;Nintendo;Eldorado;5/11/2023;25;2000
smartphone;Samsung;Ibirapuera;15/1/2023;23;1879.99
smartphone;Xiaomi;Ibirapuera;15/1/2023;4;1650.48
smartphone;Samsung;Analia Franco;15/1/2023;10;1879.99
smartphone;Xiaomi;Analia Franco;15/1/2023;5;1650.48
smartphone;Samsung;Eldorado;15/1/2023;4;1879.99
smartphone;Xiaomi;Eldorado;15/1/2023;28;1650.48
smart TV;LG;Ibirapuera;15/1/2023;23;2500.0
smart TV;Samsung;Ibirapuera;15/1/2023;3;2879.99
smart TV;LG;Analia Franco;15/1/2023;27;2500.0
smart TV;Samsung;Analia Franco;15/1/2023;27;2879.99
smart TV;LG;Eldorado;15/1/2023;20;2500.0
smart TV;Samsung;Eldorado;15/1/2023;27;2879.99
notebook;Acer;Ibirapuera;15/1/2023;10;3440.78
notebook;Asus;Ibirapuera;15/1/2023;21;3250.87
notebook;Acer;Analia Franco;15/1/2023;3;3440.78
notebook;Asus;Analia Franco;15/1/2023;23;3250.87
notebook;Acer;Eldorado;15/1/2023;13;3440.78
notebook;Asus;Eldorado;15/1/2023;12;3250.87
geladeira;Brastemp;Ibirapuera;15/1/2023;13;4500
geladeira;Electrolux;Ibirapuera;15/1/2023;20;5000
geladeira;Brastemp;Analia Franco;15/1/2023;3;4500
geladeira;Electrolux;Analia Franco;15/1/2023;24;5000
geladeira;Brastemp;Eldorado;15/1/2023;4;4500
geladeira;Electrolux;Eldorado;15/1/2023;3;5000
lavadora;LG;Ibirapuera;15/1/2023;2;3800
lavadora;Brastemp;Ibirapuera;15/1/2023;6;2306
lavadora;LG;Analia Franco;15/1/2023;19;3800
lavadora;Brastemp;Analia Franco;15/1/2023;24;2306
lavadora;LG;Eldorado;15/1/2023;23;3800
lavadora;Brastemp;Eldorado;15/1/2023;16;2306
console;Sony;Ibirapuera;15/1/2023;17;3500
console;Nintendo;Ibirapuera;15/1/2023;29;2000
console;Sony;Analia Franco;15/1/2023;18;3500
console;Nintendo;Analia Franco;15/1/2023;29;2000
console;Sony;Eldorado;15/1/2023;5;3500
console;Nintendo;Eldorado;15/1/2023;29;2000
smartphone;Samsung;Ibirapuera;5/4/2023;6;1879.99
smartphone;Xiaomi;Ibirapuera;5/4/2023;26;1650.48
smartphone;Samsung;Analia Franco;5/4/2023;7;1879.99
smartphone;Xiaomi;Analia Franco;5/4/2023;25;1650.48
smartphone;Samsung;Eldorado;5/4/2023;22;1879.99
smartphone;Xiaomi;Eldorado;5/4/2023;12;1650.48
smart TV;LG;Ibirapuera;5/4/2023;23;2500.0
smart TV;Samsung;Ibirapuera;5/4/2023;6;2879.99
smart TV;LG;Analia Franco;5/4/2023;4;2500.0
smart TV;Samsung;Analia Franco;5/4/2023;24;2879.99
smart TV;LG;Eldorado;5/4/2023;8;2500.0
smart TV;Samsung;Eldorado;5/4/2023;1;2879.99
notebook;Acer;Ibirapuera;5/4/2023;26;3440.78
notebook;Asus;Ibirapuera;5/4/2023;1;3250.87
notebook;Acer;Analia Franco;5/4/2023;12;3440.78
notebook;Asus;Analia Franco;5/4/2023;4;3250.87
notebook;Acer;Eldorado;5/4/2023;23;3440.78
notebook;Asus;Eldorado;5/4/2023;11;3250.87
geladeira;Brastemp;Ibirapuera;5/4/2023;20;4500
geladeira;Electrolux;Ibirapuera;5/4/2023;11;5000
geladeira;Brastemp;Analia Franco;5/4/2023;23;4500
geladeira;Electrolux;Analia Franco;5/4/2023;9;5000
geladeira;Brastemp;Eldorado;5/4/2023;30;4500
geladeira;Electrolux;Eldorado;5/4/2023;13;5000
lavadora;LG;Ibirapuera;5/4/2023;2;3800
lavadora;Brastemp;Ibirapuera;5/4/2023;26;2306
lavadora;LG;Analia Franco;5/4/2023;4;3800
lavadora;Brastemp;Analia Franco;5/4/2023;5;2306
lavadora;LG;Eldorado;5/4/2023;14;3800
lavadora;Brastemp;Eldorado;5/4/2023;17;2306
console;Sony;Ibirapuera;5/4/2023;11;3500
console;Nintendo;Ibirapuera;5/4/2023;27;2000
console;Sony;Analia Franco;5/4/2023;8;3500
console;Nintendo;Analia Franco;5/4/2023;27;2000
console;Sony;Eldorado;5/4/2023;5;3500
console;Nintendo;Eldorado;5/4/2023;26;2000
smartphone;Samsung;Ibirapuera;1/11/2023;20;1879.99
smartphone;Xiaomi;Ibirapuera;1/11/2023;22;1650.48
smartphone;Samsung;Analia Franco;1/11/2023;20;1879.99
smartphone;Xiaomi;Analia Franco;1/11/2023;12;1650.48
smartphone;Samsung;Eldorado;1/11/2023;6;1879.99
smartphone;Xiaomi;Eldorado;1/11/2023;17;1650.48
smart TV;LG;Ibirapuera;1/11/2023;6;2500.0
smart TV;Samsung;Ibirapuera;1/11/2023;9;2879.99
smart TV;LG;Analia Franco;1/11/2023;17;2500.0
smart TV;Samsung;Analia Franco;1/11/2023;7;2879.99
smart TV;LG;Eldorado;1/11/2023;19;2500.0
smart TV;Samsung;Eldorado;1/11/2023;12;2879.99
notebook;Acer;Ibirapuera;1/11/2023;23;3440.78
notebook;Asus;Ibirapuera;1/11/2023;2;3250.87
notebook;Acer;Analia Franco;1/11/2023;8;3440.78
notebook;Asus;Analia Franco;1/11/2023;7;3250.87
